,,,,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
FRA-Ligue 1,1718,Montpellier,Nicolas Cozza,FRA,"DF,MF",18,1999,6.4,1,7,1,14.3,1.09,0.16,0.14,1.0,22.6,0,0,0,0.2,0.2,0.03,0.8,0.8
FRA-Ligue 1,1718,Montpellier,Nordi Mukiele,FRA,DF,19,1997,31.0,0,19,4,21.1,0.61,0.13,0.0,0.0,23.8,0,0,0,1.2,1.2,0.06,-1.2,-1.2
FRA-Ligue 1,1718,Montpellier,Paul Lasne,FRA,MF,28,1989,34.0,1,45,12,26.7,1.32,0.35,0.02,0.08,27.9,0,0,0,1.4,1.4,0.03,-0.4,-0.4
FRA-Ligue 1,1718,Montpellier,Pedro Mendes,POR,DF,26,1990,31.7,1,11,3,27.3,0.35,0.09,0.09,0.33,19.2,0,0,0,0.6,0.6,0.06,0.4,0.4
FRA-Ligue 1,1718,Montpellier,Ruben Aguilar,FRA,DF,24,1993,27.3,0,16,4,25.0,0.59,0.15,0.0,0.0,18.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7
FRA-Ligue 1,1718,Montpellier,Souleymane Camara,SEN,FW,34,1982,10.4,2,18,6,33.3,1.73,0.58,0.11,0.33,13.5,0,0,1,3.3,2.5,0.14,-1.3,-0.5
FRA-Ligue 1,1718,Montpellier,Stéphane Sessègnon,BEN,"MF,FW",33,1984,10.9,1,20,4,20.0,1.83,0.37,0.05,0.25,22.5,2,0,0,1.1,1.1,0.06,-0.1,-0.1
FRA-Ligue 1,1718,Montpellier,Vitorino Hilton,BRA,DF,39,1977,27.0,0,20,4,20.0,0.74,0.15,0.0,0.0,12.3,0,0,0,1.4,1.4,0.07,-1.4,-1.4
FRA-Ligue 1,1718,Nantes,Abdoulaye Touré,GUI,MF,23,1994,31.2,1,41,12,29.3,1.31,0.38,0.02,0.08,27.2,2,0,0,1.5,1.5,0.04,-0.5,-0.5
FRA-Ligue 1,1718,Nantes,Adrien Thomasson,FRA,"MF,FW",23,1993,28.6,5,58,16,27.6,2.02,0.56,0.09,0.31,17.5,0,0,0,4.2,4.2,0.07,0.8,0.8
FRA-Ligue 1,1718,Nantes,Alexander Kačaniklić,SWE,"MF,FW",25,1991,3.5,0,3,1,33.3,0.85,0.28,0.0,0.0,19.5,1,0,0,0.2,0.2,0.06,-0.2,-0.2
FRA-Ligue 1,1718,Nantes,Andrei Girotto,BRA,MF,25,1992,16.9,1,31,8,25.8,1.84,0.47,0.03,0.13,25.0,1,0,0,1.4,1.4,0.04,-0.4,-0.4
FRA-Ligue 1,1718,Nantes,Anthony Walongwa,,DF,23,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nantes,Chidozie Awaziem,NGA,DF,20,1997,16.8,1,13,2,15.4,0.77,0.12,0.08,0.5,17.3,1,0,0,0.9,0.9,0.07,0.1,0.1
FRA-Ligue 1,1718,Nantes,Ciprian Tătărușanu,ROU,GK,31,1986,37.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nantes,David Alcibiade,FRA,DF,25,1991,2.3,0,2,0,0.0,0.87,0.0,0.0,,23.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
FRA-Ligue 1,1718,Nantes,Diego Carlos,BRA,DF,24,1993,25.5,1,25,7,28.0,0.98,0.27,0.04,0.14,17.9,8,0,0,1.6,1.6,0.06,-0.6,-0.6
FRA-Ligue 1,1718,Nantes,Emiliano Sala,ARG,FW,26,1990,33.7,12,90,22,24.4,2.67,0.65,0.09,0.36,14.2,0,4,5,16.2,12.3,0.14,-4.2,-4.3
FRA-Ligue 1,1718,Nantes,Enock Kwateng,FRA,DF,20,1997,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nantes,Guillaume Gillet,BEL,MF,33,1984,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nantes,Joris Kayembe,COD,"FW,MF",22,1994,1.0,0,1,1,100.0,1.01,1.01,0.0,0.0,27.8,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,1718,Nantes,Jules Iloki,FRA,"MF,FW",25,1992,15.8,0,11,4,36.4,0.7,0.25,0.0,0.0,19.6,1,0,0,1.7,1.7,0.16,-1.7,-1.7
FRA-Ligue 1,1718,Nantes,Kalifa Coulibaly,MLI,FW,25,1991,3.8,1,7,3,42.9,1.85,0.79,0.14,0.33,19.0,0,0,0,0.3,0.3,0.04,0.7,0.7
FRA-Ligue 1,1718,Nantes,Koffi Djidji,CIV,DF,24,1992,26.8,0,8,2,25.0,0.3,0.07,0.0,0.0,25.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,1718,Nantes,Kolbeinn Sigþórsson,ISL,FW,27,1990,0.3,0,1,0,0.0,3.6,0.0,0.0,,12.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,1718,Nantes,Leo Dubois,FRA,DF,22,1994,33.6,3,45,11,24.4,1.34,0.33,0.07,0.27,22.6,5,0,0,2.1,2.1,0.05,0.9,0.9
FRA-Ligue 1,1718,Nantes,Lucas Lima,BRA,"DF,FW",25,1991,29.5,2,32,7,21.9,1.08,0.24,0.06,0.29,25.4,12,0,0,1.4,1.4,0.04,0.6,0.6
FRA-Ligue 1,1718,Nantes,Mariusz Stępiński,POL,FW,22,1995,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nantes,Maxime Dupé,FRA,GK,24,1993,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nantes,Najib Gandi,FRA,"FW,MF",23,1994,1.1,0,2,0,0.0,1.87,0.0,0.0,,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,1718,Nantes,Nicolas Pallois,FRA,DF,29,1987,27.0,0,9,2,22.2,0.33,0.07,0.0,0.0,20.8,0,0,0,1.0,1.0,0.11,-1.0,-1.0
FRA-Ligue 1,1718,Nantes,Préjuce Nakoulma,BFA,FW,30,1987,12.8,3,27,8,29.6,2.12,0.63,0.11,0.38,15.5,0,0,0,3.4,3.4,0.12,-0.4,-0.4
FRA-Ligue 1,1718,Nantes,Rene Krhin,SVN,MF,27,1990,14.6,1,11,2,18.2,0.75,0.14,0.09,0.5,14.3,0,0,0,1.3,1.3,0.12,-0.3,-0.3
FRA-Ligue 1,1718,Nantes,Samuel Moutoussamy,COD,MF,20,1996,4.8,0,5,0,0.0,1.04,0.0,0.0,,24.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,1718,Nantes,Santy Ngom,SEN,"FW,MF",24,1993,5.2,1,11,5,45.5,2.12,0.97,0.09,0.2,15.5,0,0,0,1.3,1.3,0.12,-0.3,-0.3
FRA-Ligue 1,1718,Nantes,Valentin Rongier,FRA,MF,22,1994,26.1,1,28,6,21.4,1.07,0.23,0.04,0.17,24.6,3,0,0,1.9,1.9,0.07,-0.9,-0.9
FRA-Ligue 1,1718,Nantes,Yacine Bammou,MAR,"MF,FW",25,1991,8.1,3,22,7,31.8,2.73,0.87,0.14,0.43,20.4,0,0,0,1.0,1.0,0.05,2.0,2.0
FRA-Ligue 1,1718,Nantes,Yassine El Ghanassy,BEL,"MF,FW",27,1990,7.2,0,13,3,23.1,1.82,0.42,0.0,0.0,19.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7
FRA-Ligue 1,1718,Nice,Adrien Tameze,CMR,MF,23,1994,18.7,0,7,3,42.9,0.37,0.16,0.0,0.0,21.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,1718,Nice,Alassane Pléa,FRA,FW,24,1993,33.8,16,106,42,39.6,3.14,1.24,0.14,0.36,16.8,0,1,2,13.9,12.3,0.12,2.1,2.7
FRA-Ligue 1,1718,Nice,Allan Saint-Maximin,FRA,"FW,MF",20,1997,25.0,3,39,16,41.0,1.56,0.64,0.08,0.19,17.4,0,0,0,3.9,3.9,0.1,-0.9,-0.9
FRA-Ligue 1,1718,Nice,Arnaud Lusamba,COD,MF,20,1997,1.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nice,Arnaud Souquet,FRA,DF,25,1992,26.8,0,7,1,14.3,0.26,0.04,0.0,0.0,17.4,0,0,0,0.3,0.3,0.04,-0.3,-0.3
FRA-Ligue 1,1718,Nice,Bassem Srarfi,TUN,"FW,MF",20,1997,9.7,3,24,7,29.2,2.48,0.72,0.13,0.43,17.8,0,0,0,2.3,2.3,0.1,0.7,0.7
FRA-Ligue 1,1718,Nice,Christophe Jallet,FRA,DF,33,1983,13.0,0,5,2,40.0,0.38,0.15,0.0,0.0,21.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
FRA-Ligue 1,1718,Nice,Dante,BRA,DF,33,1983,32.4,1,21,4,19.0,0.65,0.12,0.05,0.25,11.8,2,0,0,2.4,2.4,0.11,-1.4,-1.4
FRA-Ligue 1,1718,Nice,Hicham Mahou,FRA,"MF,FW",18,1999,0.6,0,1,0,0.0,1.64,0.0,0.0,,17.0,0,0,0,0.0,0.0,0.04,0.0,0.0
FRA-Ligue 1,1718,Nice,Ignatius Ganago,CMR,"FW,MF",18,1999,0.8,1,3,2,66.7,3.91,2.61,0.33,0.5,10.0,0,0,0,0.9,0.6,0.21,0.1,0.4
FRA-Ligue 1,1718,Nice,Ihsan Sacko,FRA,"FW,MF",20,1997,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nice,Jean Seri,CIV,MF,26,1991,29.1,2,35,11,31.4,1.2,0.38,0.06,0.18,26.1,4,0,0,1.9,1.9,0.05,0.1,0.1
FRA-Ligue 1,1718,Nice,Jean-Victor Makengo,FRA,"FW,MF",19,1998,2.7,0,1,1,100.0,0.37,0.37,0.0,0.0,8.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1
FRA-Ligue 1,1718,Nice,Malang Sarr,FRA,DF,18,1999,14.7,0,8,1,12.5,0.54,0.07,0.0,0.0,17.4,1,0,0,0.8,0.8,0.1,-0.8,-0.8
FRA-Ligue 1,1718,Nice,Mario Balotelli,ITA,FW,26,1990,25.2,18,101,45,44.6,4.01,1.78,0.12,0.27,22.2,21,6,7,15.3,9.8,0.1,2.7,2.2
FRA-Ligue 1,1718,Nice,Marlon,BRA,DF,21,1995,21.4,0,6,0,0.0,0.28,0.0,0.0,,11.8,0,0,0,0.7,0.7,0.12,-0.7,-0.7
FRA-Ligue 1,1718,Nice,Maxime Le Marchand,FRA,DF,27,1989,28.2,0,12,0,0.0,0.43,0.0,0.0,,22.6,1,0,0,0.7,0.7,0.06,-0.7,-0.7
FRA-Ligue 1,1718,Nice,Mickaël Le Bihan,FRA,"FW,MF",27,1990,1.2,0,1,0,0.0,0.84,0.0,0.0,,8.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,1718,Nice,Nampalys Mendy,SEN,MF,25,1992,10.7,0,1,0,0.0,0.09,0.0,0.0,,25.7,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,1718,Nice,Patrick Burner,MTQ,DF,21,1996,10.0,0,2,1,50.0,0.2,0.1,0.0,0.0,22.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,1718,Nice,Pierre Lees-Melou,FRA,"MF,FW",24,1993,32.1,5,48,20,41.7,1.49,0.62,0.08,0.2,20.6,0,1,1,4.4,3.6,0.07,0.6,0.4
FRA-Ligue 1,1718,Nice,Racine Coly,SEN,DF,21,1995,6.9,0,2,0,0.0,0.29,0.0,0.0,,20.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
FRA-Ligue 1,1718,Nice,Romain Perraud,FRA,FW,19,1997,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nice,Rémi Walter,FRA,"MF,FW",22,1995,5.5,1,4,3,75.0,0.73,0.55,0.25,0.33,25.0,0,0,0,0.3,0.3,0.07,0.7,0.7
FRA-Ligue 1,1718,Nice,Valentin Eysseric,FRA,FW,25,1992,1.0,0,1,1,100.0,1.0,1.0,0.0,0.0,19.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,1718,Nice,Vincent Koziello,FRA,MF,21,1995,9.0,0,4,1,25.0,0.45,0.11,0.0,0.0,21.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
FRA-Ligue 1,1718,Nice,Vincent Marcel,FRA,"MF,FW",20,1997,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nice,Walter Benítez,ARG,GK,24,1993,28.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Nice,Wesley Sneijder,NED,"MF,FW",33,1984,4.4,0,16,5,31.3,3.61,1.13,0.0,0.0,26.7,1,0,0,0.7,0.7,0.04,-0.7,-0.7
FRA-Ligue 1,1718,Nice,Wylan Cyprien,FRA,MF,22,1995,10.6,2,20,4,20.0,1.89,0.38,0.1,0.5,25.6,3,0,0,1.2,1.2,0.06,0.8,0.8
FRA-Ligue 1,1718,Nice,Yoan Cardinale,FRA,GK,23,1994,10.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Adrien Rabiot,FRA,MF,22,1995,26.2,1,23,5,21.7,0.88,0.19,0.04,0.2,19.2,0,0,0,1.4,1.4,0.06,-0.4,-0.4
FRA-Ligue 1,1718,Paris S-G,Alphonse Areola,FRA,GK,24,1993,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Blaise Matuidi,FRA,MF,30,1987,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Christopher Nkunku,FRA,"FW,MF",19,1997,7.0,4,20,13,65.0,2.85,1.85,0.2,0.31,16.9,0,0,0,2.4,2.4,0.12,1.6,1.6
FRA-Ligue 1,1718,Paris S-G,Dani Alves,BRA,DF,34,1983,22.9,1,27,5,18.5,1.18,0.22,0.04,0.2,26.8,9,0,0,1.4,1.4,0.05,-0.4,-0.4
FRA-Ligue 1,1718,Paris S-G,Edinson Cavani,URU,FW,30,1987,28.7,28,100,48,48.0,3.49,1.67,0.25,0.52,15.1,5,3,5,23.4,19.8,0.2,4.6,5.2
FRA-Ligue 1,1718,Paris S-G,Giovani Lo Celso,ARG,MF,21,1996,19.7,4,38,14,36.8,1.93,0.71,0.11,0.29,21.8,0,0,0,2.8,2.8,0.07,1.2,1.2
FRA-Ligue 1,1718,Paris S-G,Gonçalo Guedes,POR,FW,20,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Javier Pastore,ARG,"MF,FW",28,1989,15.0,4,24,10,41.7,1.6,0.67,0.17,0.4,18.2,0,0,0,2.0,2.0,0.08,2.0,2.0
FRA-Ligue 1,1718,Paris S-G,Julian Draxler,GER,"MF,FW",23,1993,18.9,4,23,9,39.1,1.21,0.48,0.17,0.44,14.1,0,0,0,3.7,3.7,0.16,0.3,0.3
FRA-Ligue 1,1718,Paris S-G,Kevin Trapp,GER,GK,27,1990,4.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Kylian Mbappé,FRA,FW,18,1998,23.3,13,78,32,41.0,3.35,1.38,0.17,0.41,13.5,0,0,0,14.0,14.0,0.18,-1.0,-1.0
FRA-Ligue 1,1718,Paris S-G,Kévin Rimane,GUF,DF,26,1991,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Lassana Diarra,FRA,MF,32,1985,6.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Layvin Kurzawa,FRA,DF,24,1992,18.9,2,21,3,14.3,1.11,0.16,0.1,0.67,15.1,0,0,0,1.3,1.3,0.06,0.7,0.7
FRA-Ligue 1,1718,Paris S-G,Lucas Moura,BRA,FW,24,1992,0.8,1,3,2,66.7,3.55,2.37,0.33,0.5,6.5,0,0,0,1.3,1.3,0.62,-0.3,-0.3
FRA-Ligue 1,1718,Paris S-G,Marco Verratti,ITA,MF,24,1992,19.1,0,7,1,14.3,0.37,0.05,0.0,0.0,19.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,1718,Paris S-G,Marquinhos,BRA,DF,23,1994,25.1,0,15,0,0.0,0.6,0.0,0.0,,12.0,0,0,0,1.3,1.3,0.09,-1.3,-1.3
FRA-Ligue 1,1718,Paris S-G,Neymar,BRA,FW,25,1992,19.8,19,86,36,41.9,4.33,1.81,0.17,0.42,18.8,14,4,4,14.9,11.7,0.14,4.1,3.3
FRA-Ligue 1,1718,Paris S-G,Presnel Kimpembe,FRA,DF,21,1995,26.9,0,12,4,33.3,0.45,0.15,0.0,0.0,14.9,0,0,0,1.4,1.4,0.12,-1.4,-1.4
FRA-Ligue 1,1718,Paris S-G,Stanley N'Soki,FRA,DF,18,1999,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Thiago Motta,ITA,MF,34,1982,12.8,1,7,3,42.9,0.55,0.23,0.14,0.33,19.3,0,0,0,0.5,0.5,0.07,0.5,0.5
FRA-Ligue 1,1718,Paris S-G,Thiago Silva,BRA,DF,32,1984,23.5,1,11,3,27.3,0.47,0.13,0.09,0.33,12.8,0,0,0,0.9,0.9,0.08,0.1,0.1
FRA-Ligue 1,1718,Paris S-G,Thomas Meunier,BEL,DF,25,1991,17.5,4,11,5,45.5,0.63,0.29,0.36,0.8,15.5,0,0,0,0.8,0.8,0.07,3.2,3.2
FRA-Ligue 1,1718,Paris S-G,Timothy Weah,USA,FW,17,2000,1.4,0,2,2,100.0,1.48,1.48,0.0,0.0,12.9,0,0,0,0.7,0.7,0.36,-0.7,-0.7
FRA-Ligue 1,1718,Paris S-G,Yacine Adli,FRA,FW,17,2000,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Paris S-G,Yuri Berchiche,ESP,DF,27,1990,19.1,2,10,4,40.0,0.52,0.21,0.2,0.5,22.6,0,0,0,0.4,0.4,0.04,1.6,1.6
FRA-Ligue 1,1718,Paris S-G,Ángel Di María,ARG,FW,29,1988,23.5,11,97,39,40.2,4.14,1.66,0.11,0.28,19.7,8,0,0,12.1,12.1,0.12,-1.1,-1.1
FRA-Ligue 1,1718,Rennes,Abdoulaye Diallo,SEN,GK,25,1992,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Rennes,Adrien Hunou,FRA,"FW,MF",23,1994,16.2,5,25,10,40.0,1.54,0.62,0.2,0.5,13.0,0,0,0,3.9,3.9,0.16,1.1,1.1
FRA-Ligue 1,1718,Rennes,Afonso Figueiredo,POR,"DF,FW",24,1993,2.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Rennes,Benjamin André,FRA,MF,26,1990,33.5,3,32,8,25.0,0.96,0.24,0.09,0.38,13.9,0,0,0,4.3,4.3,0.13,-1.3,-1.3
FRA-Ligue 1,1718,Rennes,Benjamin Bourigeaud,FRA,"MF,FW",23,1994,34.5,10,63,24,38.1,1.83,0.7,0.11,0.29,23.2,16,3,3,8.8,6.5,0.1,1.2,0.5
FRA-Ligue 1,1718,Rennes,Brandon,ESP,"FW,MF",22,1995,4.0,1,6,4,66.7,1.51,1.01,0.17,0.25,16.5,0,0,0,0.6,0.6,0.1,0.4,0.4
FRA-Ligue 1,1718,Rennes,Diafra Sakho,SEN,FW,27,1989,8.6,2,20,6,30.0,2.31,0.69,0.1,0.33,11.1,0,0,0,4.1,4.1,0.21,-2.1,-2.1
FRA-Ligue 1,1718,Rennes,Faitout Maouassa,FRA,"MF,FW",19,1998,9.9,0,15,4,26.7,1.52,0.41,0.0,0.0,25.2,1,0,0,0.5,0.5,0.04,-0.5,-0.5
FRA-Ligue 1,1718,Rennes,Gerzino Nyamsi,CMR,DF,20,1997,3.0,0,1,0,0.0,0.33,0.0,0.0,,8.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1
FRA-Ligue 1,1718,Rennes,Hamari Traoré,MLI,DF,25,1992,29.3,0,15,2,13.3,0.51,0.07,0.0,0.0,28.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4
FRA-Ligue 1,1718,Rennes,Ismaila Sarr,SEN,"FW,MF",19,1998,20.6,5,41,14,34.1,1.99,0.68,0.12,0.36,16.5,0,0,0,4.8,4.8,0.12,0.2,0.2
FRA-Ligue 1,1718,Rennes,James Lea Siliki,CMR,MF,21,1996,20.2,3,34,9,26.5,1.68,0.45,0.09,0.33,23.4,3,0,0,2.6,2.6,0.08,0.4,0.4
FRA-Ligue 1,1718,Rennes,Jordan Tell,GLP,"FW,MF",20,1997,1.3,1,7,1,14.3,5.53,0.79,0.14,1.0,12.9,0,0,0,1.0,1.0,0.14,0.0,0.0
FRA-Ligue 1,1718,Rennes,Joris Gnagnon,FRA,DF,20,1997,32.4,2,28,9,32.1,0.86,0.28,0.07,0.22,12.9,0,0,0,2.6,2.6,0.09,-0.6,-0.6
FRA-Ligue 1,1718,Rennes,Jérémy Gélin,FRA,"DF,MF",20,1997,25.7,0,5,0,0.0,0.19,0.0,0.0,,21.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
FRA-Ligue 1,1718,Rennes,Ludovic Baal,GUF,DF,31,1986,12.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Rennes,Mehdi Zeffane,ALG,"DF,MF",25,1992,11.0,0,15,2,13.3,1.37,0.18,0.0,0.0,28.9,0,0,0,0.5,0.5,0.03,-0.5,-0.5
FRA-Ligue 1,1718,Rennes,Mexer,MOZ,DF,28,1988,13.3,0,4,0,0.0,0.3,0.0,0.0,,15.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3
FRA-Ligue 1,1718,Rennes,Morgan Amalfitano,FRA,"MF,FW",32,1985,8.3,0,11,3,27.3,1.33,0.36,0.0,0.0,14.1,0,0,0,1.0,1.0,0.09,-1.0,-1.0
FRA-Ligue 1,1718,Rennes,Ndombe Mubele,COD,"FW,MF",23,1994,13.6,5,31,10,32.3,2.27,0.73,0.16,0.5,16.0,0,0,1,4.8,4.0,0.13,0.2,1.0
FRA-Ligue 1,1718,Rennes,Nicolas Janvier,FRA,MF,18,1998,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Rennes,Ramy Bensebaini,ALG,DF,22,1995,26.0,0,19,3,15.8,0.73,0.12,0.0,0.0,19.4,0,0,0,1.3,1.3,0.07,-1.3,-1.3
FRA-Ligue 1,1718,Rennes,Raïs M'Bolhi,ALG,GK,31,1986,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Rennes,Romain Danzé,FRA,DF,31,1986,7.6,0,1,0,0.0,0.13,0.0,0.0,,20.9,0,0,0,0.0,0.0,0.03,0.0,0.0
FRA-Ligue 1,1718,Rennes,Sanjin Prcić,BIH,MF,23,1993,17.4,1,18,5,27.8,1.04,0.29,0.06,0.2,26.5,0,0,0,0.5,0.5,0.03,0.5,0.5
FRA-Ligue 1,1718,Rennes,Tomáš Koubek,CZE,GK,24,1992,34.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Rennes,Wahbi Khazri,TUN,"FW,MF",26,1991,21.3,9,61,18,29.5,2.86,0.84,0.1,0.33,23.7,9,3,4,7.8,4.6,0.08,1.2,1.4
FRA-Ligue 1,1718,Rennes,Yoann Gourcuff,FRA,"MF,FW",31,1986,4.7,1,9,3,33.3,1.9,0.63,0.11,0.33,18.4,0,0,0,0.5,0.5,0.05,0.5,0.5
FRA-Ligue 1,1718,Saint-Étienne,Alexander Søderlund,NOR,FW,29,1987,4.0,0,6,3,50.0,1.49,0.74,0.0,0.0,14.6,0,0,0,0.6,0.6,0.1,-0.6,-0.6
FRA-Ligue 1,1718,Saint-Étienne,Assane Dioussé,SEN,MF,19,1997,14.9,1,10,3,30.0,0.67,0.2,0.1,0.33,24.9,0,0,0,0.8,0.8,0.08,0.2,0.2
FRA-Ligue 1,1718,Saint-Étienne,Bryan Dabo,BFA,"MF,FW",25,1992,14.3,2,17,3,17.6,1.19,0.21,0.06,0.33,19.3,0,1,2,2.6,1.0,0.06,-0.6,0.0
FRA-Ligue 1,1718,Saint-Étienne,Cheikh M'Bengue,SEN,DF,29,1988,5.4,0,1,1,100.0,0.18,0.18,0.0,0.0,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
FRA-Ligue 1,1718,Saint-Étienne,Florentin Pogba,GUI,DF,26,1990,3.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Saint-Étienne,Gabriel Silva,BRA,DF,26,1991,23.1,1,11,3,27.3,0.48,0.13,0.09,0.33,21.7,0,0,0,0.7,0.7,0.06,0.3,0.3
FRA-Ligue 1,1718,Saint-Étienne,Habib Maïga,CIV,"MF,DF",21,1996,7.9,1,6,1,16.7,0.76,0.13,0.17,1.0,27.2,0,0,0,0.2,0.2,0.04,0.8,0.8
FRA-Ligue 1,1718,Saint-Étienne,Hernani,BRA,"MF,FW",23,1994,6.0,3,16,6,37.5,2.65,0.99,0.19,0.5,26.5,8,0,0,1.0,1.0,0.06,2.0,2.0
FRA-Ligue 1,1718,Saint-Étienne,Jessy Moulin,FRA,GK,31,1986,3.4,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
FRA-Ligue 1,1718,Saint-Étienne,Jonathan Bamba,CIV,FW,21,1996,28.6,7,64,21,32.8,2.24,0.73,0.05,0.14,22.7,4,4,4,9.0,5.8,0.09,-2.0,-2.8
FRA-Ligue 1,1718,Saint-Étienne,Kévin Monnet-Paquet,FRA,"FW,MF",28,1988,19.6,2,28,8,28.6,1.43,0.41,0.07,0.25,14.6,0,0,0,3.9,3.9,0.14,-1.9,-1.9
FRA-Ligue 1,1718,Saint-Étienne,Kévin Théophile-Catherine,FRA,DF,27,1989,24.1,0,3,0,0.0,0.12,0.0,0.0,,9.3,0,0,0,0.4,0.4,0.13,-0.4,-0.4
FRA-Ligue 1,1718,Saint-Étienne,Lois Diony,FRA,FW,24,1992,10.3,0,16,5,31.3,1.55,0.48,0.0,0.0,15.6,0,0,0,1.6,1.6,0.1,-1.6,-1.6
